date,region,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,precipitation,hospital_visits,emergency_visits,mobility_index,school_closures,public_transport_usage,mask_usage_rate,lockdown_status,industrial_activity,vehicle_count,construction_activity,respiratory_admissions,population_density,green_cover_percentage
2020-02-08,South,73.43627902203139,45.55901152073082,96.40464796611968,47.74022774071052,28.673813965617885,0.6605484095943512,37.430140280606196,22.519430101083117,63.65668357796374,10.160069625024407,1.0668776238322297,21,5,81.54604117561627,0,74.3016070080128,99.40243490474487,0,55.70588041373075,2624,92.11945665902091,15,7706.823523686286,26.38519767912776
2020-02-09,North,103.93722471738246,56.9008308045593,96.34612407476652,39.925192032592534,14.647658784899644,1.004735432008195,26.495370815171704,25.420108804665464,73.42252973108698,7.825200487701546,0.15405493588071972,20,5,77.20443356959014,0,29.49736492910301,96.88945616996722,0,139.8837317028702,8091,88.88438625008646,4,2601.936501277475,13.016513038443588
2020-02-10,South,114.76933159990821,69.15324254383833,99.08170204313257,42.16689097497673,21.634554321195875,0.8786613136227689,35.764884389431465,24.577816068222344,20.72794321517327,1.6746235730754777,4.2116497901415295,22,4,85.66879890481418,0,78.73975953966011,61.205864212732976,0,53.34229259216027,1225,60.40874777501396,8,2513.0643089832497,26.27419627295159
2020-02-11,West,103.4273656237994,62.35459441452652,104.36960429743372,42.95665551482,19.49296085139068,0.6061261069725283,11.719324042645198,21.736318572182437,42.83460292916209,11.937979571539778,1.786516317541651,14,6,85.28795403817274,1,10.511133524177119,93.75602816445948,0,50.09723128649847,5145,35.75875864658151,11,3235.4064798571635,44.59258853292058
2020-02-12,South,97.68703435223519,51.202030956540966,124.04027849319232,44.03299604166824,19.5099951660833,0.4917882156323785,19.4352296820272,22.231883429371788,35.00418920445718,8.465633703793982,8.556965204939717,22,3,82.11714781586795,0,98.67248477582207,63.35846513685067,0,111.41332998196783,5655,79.23344270493703,13,2537.0098191282395,10.486891223922841
2020-02-13,Central,93.97792608821422,63.363246064361896,72.87815902761889,21.74342004335392,24.049309924354375,0.7459842016220481,40.33927144374983,23.168135763667678,89.91462840241066,11.93768336810833,7.500375375406604,24,3,89.17670459867439,0,33.70249849613472,78.18695651876058,0,65.39920777472142,3126,66.37335653961514,11,317.1840943494011,17.08698855528796
2020-02-14,West,70.42956019265145,70.71914685954927,82.19143160155716,36.98473704230653,28.356312301518173,1.0581427024993355,28.21064580641667,19.149981567800687,66.96875626696645,2.323679105511987,5.73176994815496,18,8,79.96297035364455,1,22.380276527749654,89.10255017051776,0,79.60762913991775,8873,56.467037070084345,10,6319.089954231221,60.89649624915186
2020-02-15,Central,85.60311583210583,29.25088082133783,71.6712313350395,25.155609318065736,21.25746834970996,0.9980797742190586,15.102293388409219,28.389816447996672,48.39700170158207,8.075357352011634,4.8902134535039545,25,3,81.13320407481794,0,13.865404569269302,67.20401005096664,1,99.09840259251138,6974,73.85545173553086,8,6166.252475198317,10.933042004183427
2020-02-16,East,90.78722458080425,77.38611097433846,80.03953689511621,52.78280947459486,23.27539008815263,0.8496286127499766,24.40907055646405,24.738514312144968,25.29568213864795,11.499364083193694,2.558686405759758,27,8,82.82648032081222,0,81.21821253323726,77.75736967291107,0,129.21171148549212,2580,13.446606333052147,7,8532.662145270846,20.683784672826533
2020-02-17,West,121.1424445243783,54.95617891978392,110.65746711272624,39.391504799970726,21.644457683635203,1.0605661582874448,22.612796219799353,23.458107653831767,61.906918025487464,14.824568513861974,4.749514658749855,30,4,69.01696826866362,1,58.58903733500668,72.51768040687912,0,88.7510647029655,4873,93.0148468791336,10,7007.694129095163,5.247138005616742
2020-02-18,North,106.87236579136923,66.38234899860345,53.099710321386624,38.06659050320377,25.08765711965313,1.3120080159588063,28.672306148216602,19.448229195291614,64.9191029655245,13.26595914577888,6.412292758644108,28,7,85.80189894362893,0,95.16702970454465,88.00993082807193,0,145.71072712710014,9100,97.29208340827515,7,6444.596284207065,51.72217548503953
2020-02-19,North,64.73919689274533,77.95870385467842,62.779006556688486,48.96797332033235,17.685418102568363,1.1182379531302444,27.03399212953882,19.198135111662676,77.14841492521946,12.96524440590959,7.822288601927755,13,3,73.86721319948828,0,64.7678390465619,73.933785268948,0,95.31967465342625,2978,35.44492022791476,11,2397.7258726680348,60.30470110632803
2020-02-20,West,106.4816793878959,39.42489454154301,107.54361873009123,44.22324797449875,25.37695277208207,0.9636073985831258,31.431453831505287,34.67957025361206,40.20037970435545,3.71190207219597,0.816820662595934,25,3,77.86966302716284,0,34.059298471843626,78.34555989242904,0,141.99893084651268,7590,94.68001316264942,10,7427.292802136223,62.1698179873864
2020-02-21,North,92.29835439167367,49.3583849635868,100.4007301380418,28.713654856207928,25.55249932823692,1.2784216019982066,29.4442715870994,21.863712685692153,88.69996563360675,12.569769025635711,7.0846468874555,19,3,85.46817361295551,1,83.64125340085606,92.27788489681434,0,95.23301729773824,6761,79.58311588769322,10,8568.245369895772,63.51293727851353
2020-02-22,East,86.46155999388083,55.67176956186443,72.73736706365844,39.29094637472631,25.412685043414548,0.7120449093351116,40.87791404029615,28.052641971046633,50.76260175197646,2.539219163144446,7.427298767612854,20,7,84.4678969035774,0,28.12350412368151,84.93227688180454,0,101.61492457493185,7949,94.102985830881,10,4494.681735088107,31.236000919804553
2020-02-23,South,112.23352577681736,48.24369718313358,97.08804002241439,36.64833026773615,16.69926066331762,0.9325241381333945,33.39638879775735,25.813172349500885,40.71606282616455,2.971614968226503,5.589722009248565,22,7,65.7896707985856,0,29.08406853803468,76.37516376976507,0,145.80767354180063,5952,91.74583249970625,9,5451.000216466824,41.36795476453076
2020-02-24,East,120.61999044991902,86.02404863755213,86.82431684984067,22.55467111393946,19.158311828814046,0.9396736193198896,33.66137288954869,11.124057694459488,44.39145338010205,1.6517511561520803,2.1431919570320126,13,3,65.88087699041817,1,2.8280089355379845,73.06457979622009,0,117.49013800422331,6099,20.090190488032878,11,7864.932571472138,49.05377852942498
2020-02-25,South,118.62560238232398,47.148418592598105,110.00549218001976,33.09723766762795,21.197334943902174,0.6289140224671463,39.321256991156176,33.96225411569296,56.37102370769867,12.863947960706808,5.39184587501175,26,0,70.03883128933903,0,25.202268912706295,56.33828260008841,0,64.93721789103775,4911,26.002611384328254,6,4709.650464037653,64.4516527170758
2020-02-26,Central,83.21564953554723,51.666798307697,81.49019187653545,38.16459677983534,13.145789775854972,0.8740377513146926,26.889849996563346,28.42041989388058,85.56910951549891,1.6238174467697801,5.027048818153103,18,3,82.01211591011717,0,26.14342183043924,52.818324151771535,1,109.8553572837499,1540,26.059406932186203,13,6698.489211937494,56.76912366328478
2020-02-27,South,93.81575248297571,63.065835474044654,100.51264227745165,38.850490685081574,27.974601040430073,0.3775120957314091,19.90498045313212,21.161649228475955,71.46111585435804,2.0716721961751503,4.757100963867962,25,5,93.06567234074149,0,29.7521507598966,97.63877132818041,0,72.52216361321456,6188,9.42972662500714,11,2226.761638051593,36.79062906559277
2020-02-28,North,106.62526862807128,41.96775710885866,132.8402382098524,25.17768576322691,19.93861733248912,1.573653414298886,39.65576259705799,24.858167477852025,60.39767546246476,3.6883072512357873,4.606399154671841,14,2,75.18357035788982,0,36.862859935256424,59.3263281273269,0,80.9667444784299,5875,39.76879319588802,10,5884.102483188646,38.13167382775838
2020-02-29,East,119.51090254244718,54.06478932365604,91.96198310094933,51.516655830474754,21.41963943802361,0.7187758634691062,31.0867339848649,19.254083162981672,31.396727158590327,8.589936136809616,1.1082556629151974,17,7,70.58471549430115,0,57.667398282013195,63.84358537386089,0,133.81501195691675,8503,36.26218269260335,9,468.059496632217,26.860122587373244
2020-03-01,East,90.4165152430942,64.76179891875263,80.98656331589687,38.97896941108561,17.114977801363985,1.4758342394263935,31.114809663191426,34.13110239230567,30.454731762361018,13.202702779506046,1.8289248485736476,18,6,70.62977199888297,0,21.639102013151547,80.54742683733757,0,118.21450336812596,1340,34.39616565347551,9,2168.820461343673,5.75787648039796
2020-03-02,Central,96.28682046672365,55.00709393426233,94.44893970441959,40.37553076660563,13.365612203164886,1.0114253517158478,24.93336062775811,20.461711458792678,55.15378396694948,6.273422328833521,0.9733208845134234,23,5,84.37152466128215,0,63.676101704809106,91.39628591086725,0,78.68787669137083,2700,34.89451018073905,13,9216.642286437522,14.38432809619518
2020-03-03,North,77.87330051987944,58.599197116500775,72.6943828359223,44.00641638339837,16.979850572626145,1.1694592396467876,25.06515733517138,22.3845800165267,71.00960932211544,8.194289237876777,2.4247782766798442,21,4,90.75180203690462,0,13.331505932272346,91.65709837559612,0,50.46886461828607,2721,6.207065093956565,8,5992.655091737074,26.556703292013925
2020-03-04,Central,76.07586751838659,52.06001831327444,127.75935411049464,32.11923746096329,21.096020938167943,0.8533600604947206,36.77377871016675,21.352194609262042,72.5708520928577,2.4973409993587947,2.63476782730673,18,9,90.17753502962346,0,93.09108979514895,91.48237088021563,1,103.11813300807776,2393,18.597522415204292,15,4609.532451255103,44.383573901278616
2020-03-05,West,116.25051644788397,37.282945362288494,83.60142075391963,44.56355973132696,23.367144063768468,1.0623789075885024,37.87724638510088,25.40189700104585,35.81400687133809,3.9891878384668744,2.4507586149304537,28,6,73.25070476114239,0,2.6110235486305977,98.90440037987915,0,75.01712473595467,6595,29.59087475369221,11,5267.526416978479,51.41213979019627
2020-03-06,Central,127.12480057141646,64.82389817008858,74.54133359548975,36.32925353981817,20.8089577030136,1.1951468919965307,36.27058724597327,31.85158250069657,27.00696589930773,2.0088864372866237,2.1092906818560344,23,4,64.82583885439018,0,90.81978890347997,52.78515233731619,0,52.83122066392273,8393,88.89776814049904,9,100.29056468243361,62.916154037526056
2020-03-07,East,98.55979756839332,86.32399607470862,63.286219899599274,31.034144593528083,21.73362008120975,1.1993657243182547,36.3436928435638,33.94687224547579,46.912269247765266,6.148782673006346,7.35422045484789,23,5,80.83743613723306,0,54.720025964718886,69.99240991179991,0,56.32814325812906,7535,92.65293223511623,12,4650.03440308577,41.04360678937223
2020-03-08,North,120.07065795784048,60.276024461751575,101.94440383212877,45.73447493355399,18.314868126593115,1.232432017022307,34.55223629807807,23.00501927888852,84.2720780270852,8.855034880172886,8.185653995981179,16,10,94.81833578489065,0,71.00453452462074,95.67938729512247,0,117.32501627297628,3413,28.520948078091735,13,1525.4265935757896,30.6191406849287
2020-03-09,North,107.23272050095268,63.378961758713245,97.34374825655478,54.91673858801808,22.481242831227142,0.8895001869882471,31.052181840625252,26.89129491158961,58.175707686856754,4.260292950501812,3.2710921657256984,16,4,84.3188549592684,0,29.834273088840014,73.36689088001452,0,91.42844297289642,2374,69.41588559262972,4,8595.516836961626,49.94108699025911
2020-03-10,East,87.09760490789752,70.39084132675289,70.05291257171814,47.248293734858315,27.414164331929534,0.8558920982525935,28.596962525432154,25.409527063020366,42.40698367822421,12.68993783362189,3.0512889168444888,20,3,66.42381631245465,0,17.37987849044762,93.56483117116349,0,76.24776174530572,4906,85.06221490679275,12,4193.889797240216,30.470995636151763
2020-03-11,North,107.22791211016828,40.96004255179952,91.52902690244845,49.22977565140431,23.523947212194933,0.5217471024197189,39.68259079953243,20.09195367777971,42.65463678373852,14.718575265099515,8.44032349752508,21,7,79.32800224837705,0,94.72947088465331,50.88282253351981,0,137.9700232152444,6306,50.61751753322253,7,2396.8879341035345,12.051087900101276
2020-03-12,South,130.76073132931938,85.53771987194409,49.82888063574287,34.79369393437701,24.0477094412647,1.156965703353081,27.01023303607653,37.11277787297972,29.246093165552946,1.802322784718715,6.23923901665791,25,10,69.90342106163749,0,44.1003817746717,75.21839093345258,0,132.50861207300105,5014,75.5543566940521,12,5167.3082098798595,5.2673468790706615
2020-03-13,South,99.28347921780097,63.03493194634203,83.69941150146313,24.023802708315436,21.470081996533153,1.3247136133970328,32.959833711045974,31.81379781148128,53.125661527431056,0.26790084022986216,2.934383247890575,19,5,83.29895433211566,0,48.05129013562709,96.1226107958793,0,96.61893509342329,5436,97.58667980239119,9,3720.607617689051,51.04568244195526
2020-03-14,South,131.29287311628013,84.47785348633664,89.0551270415339,54.90137522099841,12.484224652001991,1.484794503975379,23.567896016366028,25.945579248555173,75.3953874960387,11.846653610921758,7.136122925865822,21,3,79.57040363895838,0,98.56784043163309,63.064144288762265,0,77.55874476299319,8967,16.22141230365377,6,4654.4393664578565,63.441129400302785
2020-03-15,North,47.60509791820511,49.00450506714016,114.14659619118446,60.5451488940476,14.776667346843784,1.0915517903741523,24.725607705196396,32.90938046749494,87.79910840691389,2.859640167050173,3.4459281023316732,18,3,77.27324917050102,0,33.60687989823595,96.48291549207835,0,100.71759695075147,3745,7.0419015967464365,10,7284.934911642049,49.07510831754372
2020-03-16,East,116.43805008750448,87.27092883836737,64.58362394542621,55.42806773769682,22.27437900331922,0.7700560681274292,28.110763457142188,31.060533563589026,55.11164999705828,5.2971988899128855,5.865556143421731,24,5,73.69250483013278,1,10.019160200050226,50.42386436045753,0,125.29270877501288,9816,64.0023398198708,12,5141.366923042097,6.791075623227567
2020-03-17,South,101.74094136476343,71.62733241052175,54.432947423953514,36.6421406102025,19.94530474019957,0.4908711570131634,23.56849298618269,25.409306705408778,31.70504410898819,5.913468274137155,9.926340299878015,17,8,84.26001753101845,0,58.69142228630496,53.946376892759176,0,51.074418477437774,2548,50.848173999138254,12,9158.044084180803,19.26045591928378
2020-03-18,North,94.01985299068265,68.29560128778537,62.091440781499166,28.45365661271156,22.19921443236414,1.3125000199250052,36.382814603826404,26.629818026639967,67.80652798620052,13.748990833514167,3.0159437521603327,19,5,91.93991530135601,0,55.48075810196069,73.84123112580413,1,111.2566136399073,4585,29.660365240494556,5,2642.5749812425292,66.51394764335197
2020-03-19,South,101.83521553071004,63.51036681529722,53.2686299937016,29.343173021804333,28.382117089220365,0.4611170299667393,19.215725987639765,32.56063071188327,72.97539399217067,9.88257323649243,9.305260007083332,31,3,96.18211484785232,0,77.31043679123187,55.318980422318184,0,121.01274721133547,1240,91.65868824666707,15,3328.0395410115257,51.130303026335234
2020-03-20,North,60.248621707982146,56.27207072888326,106.73314715517967,23.162674323859513,23.63017999614667,0.8978187766768699,30.793836987048582,20.269232094351597,25.018982459617156,0.6091423545433611,3.2065241428469813,20,4,84.13369681231435,0,95.50780955043773,61.279865777459406,1,131.679553701705,8615,84.58281341384905,14,7797.7031875931025,52.93489827968337
2020-03-21,South,95.60656224324975,78.0079748771081,110.97278590048073,38.926213815899544,26.294431028714108,0.9327079516169062,31.060064774737448,33.3684534866067,79.50973907418602,0.22215361071231898,5.402867043748234,19,4,92.7060554836499,1,30.767437672293507,64.87625106892611,1,71.66146566519025,2600,26.440134768888022,17,7855.541361194522,57.411076129288716
